Provider_NPI,authorization_count,approval_count,denial_count,pending_count,approval_rate,denial_rate,average_processing_latency,SLA_breach_rate,average_retry_count
1020025465.0,1,0,1,0,0.0,1.0,9.0,0.0,1.0
1020099156.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1020734327.0,1,1,0,0,1.0,0.0,19.0,1.0,3.0
1021638750.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1022554316.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1022700441.0,1,0,1,0,0.0,1.0,20.0,1.0,0.0
1023675392.0,1,0,0,1,0.0,0.0,,0.0,0.0
1024854260.0,1,1,0,0,1.0,0.0,16.0,1.0,3.0
1025231652.0,1,0,1,0,0.0,1.0,1.0,0.0,0.0
1025290027.0,1,1,0,0,1.0,0.0,5.0,1.0,3.0
1025554459.0,1,0,1,0,0.0,1.0,15.0,1.0,0.0
1026372526.0,1,1,0,0,1.0,0.0,6.0,0.0,3.0
1026587922.0,1,0,1,0,0.0,1.0,13.0,0.0,0.0
1026913336.0,1,1,0,0,1.0,0.0,12.0,0.0,2.0
1027296655.0,1,0,1,0,0.0,1.0,9.0,0.0,1.0
1028375206.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1028511083.0,1,0,1,0,0.0,1.0,14.0,0.0,1.0
1029338021.0,1,1,0,0,1.0,0.0,8.0,0.0,3.0
1029380757.0,1,0,1,0,0.0,1.0,31.0,1.0,0.0
1029998375.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1033198590.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1033453662.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1033556290.0,1,1,0,0,1.0,0.0,4.0,0.0,1.0
1034193619.0,1,0,1,0,0.0,1.0,7.0,0.0,2.0
1036599517.0,1,1,0,0,1.0,0.0,6.0,0.0,3.0
1037055476.0,1,0,1,0,0.0,1.0,14.0,0.0,3.0
1037855356.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1039979042.0,2,2,0,0,1.0,0.0,4.0,1.0,0.0
1040342033.0,1,1,0,0,1.0,0.0,10.0,0.0,3.0
1040938605.0,1,1,0,0,1.0,0.0,10.0,0.0,2.0
1041360638.0,1,1,0,0,1.0,0.0,1.0,0.0,1.0
1041649984.0,1,1,0,0,1.0,0.0,5.0,0.0,1.0
1041953213.0,1,1,0,0,1.0,0.0,13.0,0.0,2.0
1041998066.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1042347362.0,1,0,1,0,0.0,1.0,5.0,1.0,0.0
1042700627.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1044490775.0,1,1,0,0,1.0,0.0,23.0,1.0,2.0
1045278947.0,1,0,1,0,0.0,1.0,6.0,1.0,1.0
1046681108.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1047649902.0,1,0,1,0,0.0,1.0,3.0,0.0,0.0
1047655207.0,1,0,1,0,0.0,1.0,13.0,0.0,1.0
1048255476.0,1,1,0,0,1.0,0.0,19.0,1.0,0.0
1049166039.0,1,0,0,1,0.0,0.0,,0.0,0.0
1049429827.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1053469190.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1053637180.0,1,1,0,0,1.0,0.0,5.0,0.0,2.0
1055901728.0,1,0,0,1,0.0,0.0,,0.0,0.0
1055969464.0,1,0,1,0,0.0,1.0,2.0,0.0,2.0
1057152467.0,1,1,0,0,1.0,0.0,13.0,0.0,1.0
1058154637.0,1,1,0,0,1.0,0.0,2.0,0.0,3.0
1060021778.0,1,1,0,0,1.0,0.0,6.0,0.0,2.0
1060677801.0,1,1,0,0,1.0,0.0,13.0,0.0,2.0
1060796167.0,1,1,0,0,1.0,0.0,1.0,0.0,2.0
1062206069.0,1,1,0,0,1.0,0.0,12.0,0.0,0.0
1062838511.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1063415556.0,1,0,1,0,0.0,1.0,3.0,0.0,1.0
1064402619.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1064701413.0,1,0,1,0,0.0,1.0,15.0,1.0,0.0
1065422794.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1065504569.0,1,0,0,1,0.0,0.0,,0.0,0.0
1065884665.0,1,1,0,0,1.0,0.0,13.0,0.0,3.0
1066562752.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1066651900.0,1,1,0,0,1.0,0.0,12.0,0.0,0.0
1067348812.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1067537691.0,1,0,0,1,0.0,0.0,,0.0,0.0
1068103730.0,1,0,1,0,0.0,1.0,5.0,0.0,2.0
1068390369.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1068564363.0,1,1,0,0,1.0,0.0,1.0,0.0,3.0
1069397352.0,1,1,0,0,1.0,0.0,13.0,0.0,1.0
1070436974.0,1,0,1,0,0.0,1.0,9.0,0.0,3.0
1070723830.0,1,0,0,1,0.0,0.0,,0.0,0.0
1071076813.0,1,0,1,0,0.0,1.0,23.0,1.0,0.0
1071552223.0,1,0,1,0,0.0,1.0,4.0,1.0,1.0
1071864539.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1072282149.0,1,1,0,0,1.0,0.0,7.0,0.0,2.0
1072823854.0,1,0,1,0,0.0,1.0,9.0,0.0,2.0
1072831607.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1073339933.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1074680918.0,1,0,1,0,0.0,1.0,5.0,0.0,0.0
1074936265.0,1,0,0,1,0.0,0.0,,0.0,0.0
1075802105.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1075938506.0,1,0,1,0,0.0,1.0,8.0,0.0,1.0
1076196594.0,1,0,1,0,0.0,1.0,5.0,0.0,3.0
1076735096.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1077058714.0,1,1,0,0,1.0,0.0,1.0,0.0,3.0
1077174003.0,1,1,0,0,1.0,0.0,10.0,0.0,3.0
1078300319.0,1,0,1,0,0.0,1.0,18.0,1.0,0.0
1078433347.0,1,1,0,0,1.0,0.0,7.0,1.0,0.0
1079516932.0,1,0,1,0,0.0,1.0,14.0,0.0,0.0
1080555309.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1082634401.0,1,1,0,0,1.0,0.0,5.0,0.0,1.0
1082888637.0,1,0,1,0,0.0,1.0,10.0,0.0,0.0
1083083814.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1083114809.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1083698211.0,1,1,0,0,1.0,0.0,1.0,0.0,3.0
1084166147.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1084637848.0,1,1,0,0,1.0,0.0,2.0,0.0,2.0
1085453224.0,1,1,0,0,1.0,0.0,12.0,0.0,0.0
1086043442.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1086826074.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1088214207.0,1,0,0,1,0.0,0.0,,0.0,1.0
1088517308.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1088697393.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1089740957.0,1,0,0,1,0.0,0.0,,0.0,2.0
1089854180.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1090351559.0,1,0,0,1,0.0,0.0,,0.0,0.0
1090566058.0,1,0,0,1,0.0,0.0,,0.0,2.0
1091154457.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1091331402.0,1,0,1,0,0.0,1.0,10.0,0.0,0.0
1091441747.0,1,0,1,0,0.0,1.0,7.0,0.0,0.0
1091958165.0,1,0,1,0,0.0,1.0,3.0,0.0,0.0
1092129424.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1092341428.0,1,1,0,0,1.0,0.0,26.0,1.0,3.0
1092354812.0,2,0,2,0,0.0,1.0,9.0,0.0,2.0
1092381520.0,1,1,0,0,1.0,0.0,8.0,0.0,3.0
1092386472.0,1,1,0,0,1.0,0.0,9.0,0.0,1.0
1092660233.0,1,0,1,0,0.0,1.0,1.0,0.0,0.0
1093414273.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1095180053.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1096194936.0,1,0,1,0,0.0,1.0,4.0,1.0,0.0
1096925643.0,1,0,1,0,0.0,1.0,2.0,0.0,0.0
1097182308.0,1,0,0,1,0.0,0.0,,0.0,0.0
1097319824.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1097362434.0,1,0,0,1,0.0,0.0,,0.0,0.0
1097418547.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1097563296.0,1,0,0,1,0.0,0.0,,0.0,0.0
1097939411.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1098046578.0,1,0,0,1,0.0,0.0,,0.0,0.0
1098196833.0,1,0,0,1,0.0,0.0,,0.0,0.0
1099070445.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1099087264.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1099666116.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1099977319.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1100670387.0,1,0,1,0,0.0,1.0,2.0,0.0,0.0
1101266982.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1102584791.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1102877863.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1104035393.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1104260917.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1104690309.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1104991687.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1105279136.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1105727081.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1105838108.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1106087109.0,1,1,0,0,1.0,0.0,9.0,0.0,2.0
1106778227.0,1,0,0,1,0.0,0.0,,0.0,0.0
1106862214.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1107853483.0,1,0,1,0,0.0,1.0,8.0,0.0,2.0
1107888939.0,1,0,1,0,0.0,1.0,5.0,0.0,2.0
1107985529.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1108069300.0,1,1,0,0,1.0,0.0,7.0,1.0,0.0
1109383429.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1109389179.0,1,0,0,1,0.0,0.0,,0.0,0.0
1109398153.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
1110369009.0,1,0,0,1,0.0,0.0,,0.0,0.0
1111431746.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1111508140.0,1,0,0,1,0.0,0.0,,0.0,2.0
1111991513.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1112951367.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1113040458.0,1,0,1,0,0.0,1.0,10.0,0.0,3.0
1113716678.0,1,0,1,0,0.0,1.0,15.0,1.0,3.0
1114082605.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1114362462.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1114839622.0,1,1,0,0,1.0,0.0,5.0,0.0,1.0
1114964968.0,1,1,0,0,1.0,0.0,7.0,0.0,3.0
1115159757.0,1,1,0,0,1.0,0.0,6.0,0.0,2.0
1115196298.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1116298541.0,1,0,1,0,0.0,1.0,22.0,1.0,2.0
1116381384.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1117454709.0,1,1,0,0,1.0,0.0,0.0,0.0,3.0
1117555372.0,1,0,1,0,0.0,1.0,1.0,0.0,3.0
1117581525.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1120032353.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1120134969.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1120235773.0,1,1,0,0,1.0,0.0,6.0,0.0,3.0
1120482984.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1120681558.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1120853237.0,1,0,1,0,0.0,1.0,3.0,0.0,0.0
1121634844.0,1,1,0,0,1.0,0.0,35.0,1.0,0.0
1122010285.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
1122021563.0,1,0,0,1,0.0,0.0,,0.0,0.0
1122930895.0,1,1,0,0,1.0,0.0,4.0,1.0,0.0
1124387482.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1124579929.0,2,0,2,0,0.0,1.0,19.0,1.0,0.0
1124626404.0,1,1,0,0,1.0,0.0,16.0,1.0,1.0
1124717651.0,1,0,0,1,0.0,0.0,,0.0,0.0
1125392924.0,1,1,0,0,1.0,0.0,10.0,0.0,3.0
1126080802.0,1,1,0,0,1.0,0.0,18.0,1.0,3.0
1126294016.0,1,0,1,0,0.0,1.0,3.0,0.0,0.0
1126623554.0,1,1,0,0,1.0,0.0,0.0,0.0,1.0
1129281887.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1129527993.0,1,1,0,0,1.0,0.0,8.0,0.0,2.0
1129971212.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1130025369.0,1,0,0,1,0.0,0.0,,0.0,1.0
1131205150.0,1,0,1,0,0.0,1.0,17.0,1.0,0.0
1133093282.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1133445594.0,1,0,1,0,0.0,1.0,1.0,0.0,2.0
1133989938.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1134528235.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1135035991.0,1,1,0,0,1.0,0.0,14.0,0.0,3.0
1135678662.0,1,0,0,1,0.0,0.0,,0.0,3.0
1136096803.0,1,0,0,1,0.0,0.0,,0.0,0.0
1136393027.0,1,1,0,0,1.0,0.0,23.0,1.0,2.0
1136992310.0,1,1,0,0,1.0,0.0,9.0,1.0,0.0
1137112365.0,1,0,1,0,0.0,1.0,10.0,0.0,0.0
1137177440.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1137396707.0,1,1,0,0,1.0,0.0,10.0,1.0,2.0
1137445191.0,1,1,0,0,1.0,0.0,0.0,0.0,2.0
1138074297.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1138444431.0,2,2,0,0,1.0,0.0,14.0,0.0,1.0
1138533057.0,1,0,1,0,0.0,1.0,5.0,1.0,0.0
1138841418.0,1,1,0,0,1.0,0.0,23.0,1.0,3.0
1138946714.0,1,1,0,0,1.0,0.0,18.0,1.0,3.0
1138985000.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1139731313.0,1,1,0,0,1.0,0.0,5.0,1.0,2.0
1140243136.0,1,0,1,0,0.0,1.0,16.0,1.0,0.0
1140709260.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1140736006.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1141861755.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0
1142011927.0,1,0,1,0,0.0,1.0,1.0,0.0,0.0
1142660464.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1143950814.0,1,0,0,1,0.0,0.0,,0.0,0.0
1144206602.0,1,0,1,0,0.0,1.0,7.0,0.0,1.0
1147978924.0,1,1,0,0,1.0,0.0,3.0,0.0,1.0
1148174657.0,1,1,0,0,1.0,0.0,9.0,0.0,3.0
1149899478.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1150057335.0,1,1,0,0,1.0,0.0,17.0,1.0,2.0
1150227191.0,1,0,0,1,0.0,0.0,,0.0,0.0
1150535516.0,1,0,1,0,0.0,1.0,3.0,0.0,0.0
1151824200.0,1,1,0,0,1.0,0.0,6.0,0.0,1.0
1152386177.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1154358878.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1154971925.0,1,0,1,0,0.0,1.0,6.0,0.0,0.0
1155552451.0,1,0,0,1,0.0,0.0,,0.0,0.0
1155887216.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1156788876.0,1,0,0,1,0.0,0.0,,0.0,0.0
1156793954.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1156867571.0,1,0,1,0,0.0,1.0,22.0,1.0,0.0
1157147296.0,1,1,0,0,1.0,0.0,0.0,0.0,2.0
1158402575.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1158403186.0,1,1,0,0,1.0,0.0,14.0,0.0,2.0
1158709935.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1159651733.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1160602203.0,1,0,1,0,0.0,1.0,5.0,0.0,0.0
1161823220.0,1,1,0,0,1.0,0.0,13.0,0.0,1.0
1161986481.0,1,0,1,0,0.0,1.0,13.0,0.0,0.0
1161988211.0,1,0,1,0,0.0,1.0,23.0,1.0,0.0
1162302028.0,1,0,0,1,0.0,0.0,,0.0,0.0
1162596675.0,1,0,1,0,0.0,1.0,3.0,0.0,0.0
1163366943.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1163686158.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1164483603.0,1,0,0,1,0.0,0.0,,0.0,0.0
1164591568.0,1,0,1,0,0.0,1.0,12.0,0.0,1.0
1164751467.0,1,1,0,0,1.0,0.0,9.0,0.0,2.0
1165770794.0,1,1,0,0,1.0,0.0,26.0,1.0,1.0
1166494980.0,1,0,0,1,0.0,0.0,,0.0,0.0
1166867085.0,1,0,1,0,0.0,1.0,6.0,0.0,3.0
1167327532.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1167460952.0,1,0,1,0,0.0,1.0,24.0,1.0,0.0
1167746150.0,1,0,0,1,0.0,0.0,,0.0,1.0
1168205917.0,1,0,1,0,0.0,1.0,4.0,0.0,0.0
1168260971.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1168730562.0,1,0,1,0,0.0,1.0,14.0,0.0,0.0
1169801169.0,1,1,0,0,1.0,0.0,20.0,1.0,0.0
1169998420.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1170258599.0,1,1,0,0,1.0,0.0,2.0,0.0,1.0
1170483658.0,1,0,0,1,0.0,0.0,,0.0,3.0
1171080042.0,1,1,0,0,1.0,0.0,4.0,1.0,3.0
1171095528.0,1,0,1,0,0.0,1.0,4.0,1.0,0.0
1171158719.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1171423756.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1171727900.0,1,1,0,0,1.0,0.0,16.0,1.0,1.0
1172105444.0,1,0,0,1,0.0,0.0,,0.0,0.0
1172205139.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1172870078.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1173303130.0,1,0,1,0,0.0,1.0,9.0,0.0,2.0
1174143701.0,1,1,0,0,1.0,0.0,3.0,0.0,2.0
1174173437.0,1,0,1,0,0.0,1.0,24.0,1.0,0.0
1174260151.0,1,0,1,0,0.0,1.0,13.0,0.0,3.0
1174550384.0,1,0,1,0,0.0,1.0,2.0,0.0,0.0
1175098788.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1175603104.0,1,0,0,1,0.0,0.0,,0.0,1.0
1176303983.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1177200930.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1177608268.0,1,0,1,0,0.0,1.0,18.0,1.0,2.0
1177839789.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1178288793.0,1,0,1,0,0.0,1.0,14.0,0.0,0.0
1178840137.0,1,0,1,0,0.0,1.0,7.0,0.0,0.0
1178923063.0,1,1,0,0,1.0,0.0,4.0,1.0,2.0
1179171971.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1180140165.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1182213280.0,1,1,0,0,1.0,0.0,7.0,0.0,2.0
1182295033.0,1,0,1,0,0.0,1.0,5.0,0.0,1.0
1182547694.0,1,1,0,0,1.0,0.0,2.0,0.0,1.0
1183006200.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1183310101.0,1,0,1,0,0.0,1.0,16.0,1.0,3.0
1183941191.0,1,0,1,0,0.0,1.0,9.0,0.0,0.0
1184385568.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1184703165.0,1,1,0,0,1.0,0.0,11.0,0.0,3.0
1184988047.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1185401848.0,1,1,0,0,1.0,0.0,14.0,0.0,3.0
1185460641.0,1,0,0,1,0.0,0.0,,0.0,3.0
1186032486.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1186081367.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1186426944.0,1,1,0,0,1.0,0.0,9.0,0.0,3.0
1186461948.0,1,1,0,0,1.0,0.0,13.0,0.0,2.0
1186815576.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1186851574.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1186860743.0,1,1,0,0,1.0,0.0,10.0,0.0,3.0
1187593734.0,1,0,1,0,0.0,1.0,6.0,0.0,0.0
1187799258.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1187857977.0,1,0,1,0,0.0,1.0,0.0,0.0,1.0
1187897266.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1188660413.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
1188924235.0,2,2,0,0,1.0,0.0,8.0,0.0,0.0
1189564482.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1189680436.0,1,0,0,1,0.0,0.0,,0.0,1.0
1189901866.0,1,1,0,0,1.0,0.0,20.0,1.0,0.0
1192045194.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1193596769.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1193951396.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1194307654.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1194891950.0,1,0,1,0,0.0,1.0,19.0,1.0,0.0
1195002615.0,1,0,1,0,0.0,1.0,5.0,0.0,0.0
1195264272.0,1,0,0,1,0.0,0.0,,0.0,0.0
1196245155.0,1,0,1,0,0.0,1.0,15.0,1.0,0.0
1196685488.0,1,1,0,0,1.0,0.0,6.0,0.0,3.0
1197246871.0,1,0,1,0,0.0,1.0,14.0,0.0,1.0
1197317486.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1198167012.0,1,0,1,0,0.0,1.0,21.0,1.0,2.0
1198292843.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1198351475.0,1,1,0,0,1.0,0.0,13.0,0.0,3.0
1198681490.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1199070081.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1199450824.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1199461342.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1199898927.0,1,0,1,0,0.0,1.0,8.0,0.0,2.0
1200895389.0,1,0,0,1,0.0,0.0,,0.0,2.0
1201596640.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1201754295.0,1,0,1,0,0.0,1.0,1.0,0.0,2.0
1201788845.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1202383870.0,1,0,0,1,0.0,0.0,,0.0,1.0
1204108716.0,1,1,0,0,1.0,0.0,10.0,0.0,3.0
1205604127.0,1,0,1,0,0.0,1.0,12.0,0.0,1.0
1206213670.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1207258831.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1209597202.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1210043456.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1210381041.0,1,1,0,0,1.0,0.0,13.0,0.0,3.0
1210397421.0,1,0,0,1,0.0,0.0,,0.0,0.0
1210782900.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1210991433.0,1,0,1,0,0.0,1.0,13.0,0.0,0.0
