column,unique_count,value,count,percentage
Drug_Name,423,ACETAMIN-CAFF-DIHYDROCODEINE,10,0.3342245989304813
Drug_Name,423,ZIPRASIDONE MESYLATE,10,0.3342245989304813
Drug_Name,423,CIPROFLOXACIN,10,0.3342245989304813
Drug_Name,423,MOXIFLOXACIN,10,0.3342245989304813
Drug_Name,423,OPANA ER,10,0.3342245989304813
Drug_Name,423,PERPHENAZINE,10,0.3342245989304813
Drug_Name,423,TOBRAMYCIN SULFATE,10,0.3342245989304813
Drug_Name,423,ENDOCET,10,0.3342245989304813
Drug_Name,423,TYLENOL-CODEINE NO.3,10,0.3342245989304813
Drug_Name,423,METRONIDAZOLE,10,0.3342245989304813
Drug_Name,423,BIAXIN XL,10,0.3342245989304813
Drug_Name,423,OXACILLIN,10,0.3342245989304813
Drug_Name,423,ENDODAN,10,0.3342245989304813
Drug_Name,423,ZYPREXA ZYDIS,10,0.3342245989304813
Drug_Name,423,NAFCILLIN,10,0.3342245989304813
Drug_Name,423,ROCEPHIN,10,0.3342245989304813
Drug_Name,423,MORGIDOX,10,0.3342245989304813
Drug_Name,423,SYNERCID,10,0.3342245989304813
Drug_Name,423,RISPERIDONE ODT,10,0.3342245989304813
Drug_Name,423,BUTALBITAL COMPOUND-CODEINE,9,0.30080213903743314
Drug_Name,423,ARIKAYCE,9,0.30080213903743314
Drug_Name,423,ROXICET,9,0.30080213903743314
Drug_Name,423,HALOPERIDOL DECANOATE,9,0.30080213903743314
Drug_Name,423,AVELOX IV,9,0.30080213903743314
Drug_Name,423,ARYMO ER,9,0.30080213903743314
Drug_Name,423,SYMBYAX,9,0.30080213903743314
Drug_Name,423,CEFEPIME-DEXTROSE,9,0.30080213903743314
Drug_Name,423,TEFLARO,9,0.30080213903743314
Drug_Name,423,DIFICID,9,0.30080213903743314
Drug_Name,423,CEFOTAN,9,0.30080213903743314
Drug_Name,423,LEVOFLOXACIN-D5W,9,0.30080213903743314
Drug_Name,423,ZIPRASIDONE HCL,9,0.30080213903743314
Drug_Name,423,PERSERIS,9,0.30080213903743314
Drug_Name,423,VABOMERE,9,0.30080213903743314
Drug_Name,423,ABSTRAL,9,0.30080213903743314
Drug_Name,423,OKEBO,9,0.30080213903743314
Drug_Name,423,AVELOX ABC PACK,9,0.30080213903743314
Drug_Name,423,MS CONTIN,9,0.30080213903743314
Drug_Name,423,UZEDY,9,0.30080213903743314
Drug_Name,423,TAZICEF,9,0.30080213903743314
Drug_Name,423,NUCYNTA ER,9,0.30080213903743314
Drug_Name,423,TRAMADOL HCL-ACETAMINOPHEN,9,0.30080213903743314
Drug_Name,423,MOXATAG,9,0.30080213903743314
Drug_Name,423,CLARITHROMYCIN ER,9,0.30080213903743314
Drug_Name,423,XODOL 10-300,9,0.30080213903743314
Drug_Name,423,ZYPREXA,9,0.30080213903743314
Drug_Name,423,METHADOSE,9,0.30080213903743314
Drug_Name,423,ERYTHROMYCIN ETHYLSUCCINATE,9,0.30080213903743314
Drug_Name,423,CIPROFLOXACIN ER,8,0.267379679144385
Drug_Name,423,AZITHROMYCIN,8,0.267379679144385
Drug_Name,423,CEFAZOLIN SODIUM-DEXTROSE,8,0.267379679144385
Drug_Name,423,ZYVOX,8,0.267379679144385
Drug_Name,423,ASPIRIN-CAFFEINE-DIHYDROCODEIN,8,0.267379679144385
Drug_Name,423,INVEGA TRINZA,8,0.267379679144385
Drug_Name,423,SEROQUEL,8,0.267379679144385
Drug_Name,423,PERPHENAZINE-AMITRIPTYLINE,8,0.267379679144385
Drug_Name,423,MACRODANTIN,8,0.267379679144385
Drug_Name,423,LORCET,8,0.267379679144385
Drug_Name,423,FIORICET WITH CODEINE,8,0.267379679144385
Drug_Name,423,CAPLYTA,8,0.267379679144385
Drug_Name,423,ZINACEF,8,0.267379679144385
Drug_Name,423,CEFOXITIN SODIUM,8,0.267379679144385
Drug_Name,423,ARISTADA,8,0.267379679144385
Drug_Name,423,VICOPROFEN,8,0.267379679144385
Drug_Name,423,CEFIXIME,8,0.267379679144385
Drug_Name,423,FACTIVE,8,0.267379679144385
Drug_Name,423,INVEGA,8,0.267379679144385
Drug_Name,423,OFLOXACIN,8,0.267379679144385
Drug_Name,423,OXYCODONE HCL-ASPIRIN,8,0.267379679144385
Drug_Name,423,BELLADONNA-OPIUM,8,0.267379679144385
Drug_Name,423,FLAGYL,8,0.267379679144385
Drug_Name,423,LURASIDONE HCL,8,0.267379679144385
Drug_Name,423,CARISOPRODOL-ASPIRIN-CODEINE,8,0.267379679144385
Drug_Name,423,FLUPHENAZINE HCL,8,0.267379679144385
Drug_Name,423,CLINDAMYCIN (PEDIATRIC),8,0.267379679144385
Drug_Name,423,MORPHABOND ER,8,0.267379679144385
Drug_Name,423,NORCO,8,0.267379679144385
Drug_Name,423,AEMCOLO,8,0.267379679144385
Drug_Name,423,TINDAMAX,8,0.267379679144385
Drug_Name,423,ZITHROMAX TRI-PAK,8,0.267379679144385
Drug_Name,423,ERTAPENEM,8,0.267379679144385
Drug_Name,423,AUGMENTIN,8,0.267379679144385
Drug_Name,423,NITROFURANTOIN,8,0.267379679144385
Drug_Name,423,AMIKACIN SULFATE,8,0.267379679144385
Drug_Name,423,CEFADROXIL,8,0.267379679144385
Drug_Name,423,CIPRO,8,0.267379679144385
Drug_Name,423,CEFDITOREN PIVOXIL,8,0.267379679144385
Drug_Name,423,PRIMSOL,8,0.267379679144385
Drug_Name,423,PROLATE,8,0.267379679144385
Drug_Name,423,MAXIDONE,8,0.267379679144385
Drug_Name,423,CLEOCIN PALMITATE,8,0.267379679144385
Drug_Name,423,AMOXICILLIN-CLAVULANATE POT ER,8,0.267379679144385
Drug_Name,423,INVANZ,8,0.267379679144385
Drug_Name,423,MEROPENEM-0.9% NACL,7,0.2339572192513369
Drug_Name,423,NUPLAZID,7,0.2339572192513369
Drug_Name,423,ABILIFY ASIMTUFII,7,0.2339572192513369
Drug_Name,423,PENICILLIN G POTASSIUM,7,0.2339572192513369
Drug_Name,423,CLOZARIL,7,0.2339572192513369
Drug_Name,423,HYCET,7,0.2339572192513369
Drug_Name,423,ZITHROMAX,7,0.2339572192513369
Drug_Name,423,BUTALB-ACETAMINOPH-CAFF-CODEIN,7,0.2339572192513369
Drug_Name,423,TYGACIL,7,0.2339572192513369
Drug_Name,423,CEFDINIR,7,0.2339572192513369
Drug_Name,423,DICLOXACILLIN SODIUM,7,0.2339572192513369
Drug_Name,423,ASA-BUTALB-CAFFEINE-CODEINE,7,0.2339572192513369
Drug_Name,423,NEOMYCIN SULFATE,7,0.2339572192513369
Drug_Name,423,LORTAB,7,0.2339572192513369
Drug_Name,423,ROXICODONE,7,0.2339572192513369
Drug_Name,423,GENTAMICIN SULFATE,7,0.2339572192513369
Drug_Name,423,XENLETA,7,0.2339572192513369
Drug_Name,423,ACTIQ,7,0.2339572192513369
Drug_Name,423,E.E.S. 200,7,0.2339572192513369
Drug_Name,423,CUBICIN RF,7,0.2339572192513369
Drug_Name,423,RYBIX ODT,7,0.2339572192513369
Drug_Name,423,CEFAZOLIN,7,0.2339572192513369
Drug_Name,423,IBUDONE,7,0.2339572192513369
Drug_Name,423,SUPRAX,7,0.2339572192513369
Drug_Name,423,DORIBAX,7,0.2339572192513369
Drug_Name,423,TYLOX,7,0.2339572192513369
Drug_Name,423,DORYX MPC,7,0.2339572192513369
Drug_Name,423,EXALGO,7,0.2339572192513369
Drug_Name,423,CODEINE SULFATE,7,0.2339572192513369
Drug_Name,423,ASCOMP WITH CODEINE,7,0.2339572192513369
Drug_Name,423,SECUADO,7,0.2339572192513369
Drug_Name,423,MOLINDONE HCL,7,0.2339572192513369
Drug_Name,423,METHADONE HCL,7,0.2339572192513369
Drug_Name,423,ADOXA,7,0.2339572192513369
Drug_Name,423,FENTANYL,7,0.2339572192513369
Drug_Name,423,KETEK,7,0.2339572192513369
Drug_Name,423,TIGECYCLINE,7,0.2339572192513369
Drug_Name,423,MINOLIRA ER,7,0.2339572192513369
Drug_Name,423,AMOX TR-POTASSIUM CLAVULANATE,7,0.2339572192513369
Drug_Name,423,LORCET HD,7,0.2339572192513369
Drug_Name,423,PIPERACILLIN-TAZOBACTAM,7,0.2339572192513369
Drug_Name,423,SPECTRACEF,7,0.2339572192513369
Drug_Name,423,NALOCET,7,0.2339572192513369
Drug_Name,423,DOXYCYCLINE HYCLATE,7,0.2339572192513369
Drug_Name,423,OXYMORPHONE HCL ER,7,0.2339572192513369
Drug_Name,423,XERAVA,7,0.2339572192513369
Drug_Name,423,OXYCODONE HCL-ACETAMINOPHEN,7,0.2339572192513369
Drug_Name,423,CIPRO I.V.,7,0.2339572192513369
Drug_Name,423,DOLOPHINE HCL,7,0.2339572192513369
Drug_Name,423,CLOZAPINE,7,0.2339572192513369
Drug_Name,423,ABILIFY DISCMELT,7,0.2339572192513369
Drug_Name,423,SULFATRIM,7,0.2339572192513369
Drug_Name,423,THIORIDAZINE HCL,7,0.2339572192513369
Drug_Name,423,FOSFOMYCIN TROMETHAMINE,7,0.2339572192513369
Drug_Name,423,SIVEXTRO,7,0.2339572192513369
Drug_Name,423,MEROPENEM,7,0.2339572192513369
Drug_Name,423,CLINDAMYCIN HCL,7,0.2339572192513369
Drug_Name,423,TRIMETHOPRIM,7,0.2339572192513369
Drug_Name,423,ULTRACET,7,0.2339572192513369
Drug_Name,423,VANCOMYCIN-D5W,7,0.2339572192513369
Drug_Name,423,ACETAMINOPHEN-CODEINE,7,0.2339572192513369
Drug_Name,423,CEFEPIME HCL,6,0.2005347593582888
Drug_Name,423,HYDROCODONE BITARTRATE ER,6,0.2005347593582888
Drug_Name,423,PENICILLIN V POTASSIUM,6,0.2005347593582888
Drug_Name,423,STAGESIC,6,0.2005347593582888
Drug_Name,423,TARGADOX,6,0.2005347593582888
Drug_Name,423,CLOZAPINE ODT,6,0.2005347593582888
Drug_Name,423,FANAPT,6,0.2005347593582888
Drug_Name,423,FIORINAL WITH CODEINE #3,6,0.2005347593582888
Drug_Name,423,FENTANYL CITRATE,6,0.2005347593582888
Drug_Name,423,BICILLIN C-R,6,0.2005347593582888
Drug_Name,423,CLAFORAN,6,0.2005347593582888
Drug_Name,423,SULFAMETHOXAZOLE-TRIMETHOPRIM,6,0.2005347593582888
Drug_Name,423,HYSINGLA ER,6,0.2005347593582888
Drug_Name,423,MORPHINE SULFATE,6,0.2005347593582888
Drug_Name,423,TOPIRAMATE,6,0.2005347593582888
Drug_Name,423,DOXY 100,6,0.2005347593582888
Drug_Name,423,AVELOX,6,0.2005347593582888
Drug_Name,423,XIMINO,6,0.2005347593582888
Drug_Name,423,CLEOCIN HCL,6,0.2005347593582888
Drug_Name,423,FLUPHENAZINE DECANOATE,6,0.2005347593582888
Drug_Name,423,LOXAPINE,6,0.2005347593582888
Drug_Name,423,MEPERITAB,6,0.2005347593582888
Drug_Name,423,OXYCONTIN,6,0.2005347593582888
Drug_Name,423,TETRACYCLINE HCL,6,0.2005347593582888
Drug_Name,423,DAXBIA,6,0.2005347593582888
Drug_Name,423,TYLENOL-CODEINE NO.4,6,0.2005347593582888
Drug_Name,423,OXYCODONE-ACETAMINOPHEN,6,0.2005347593582888
Drug_Name,423,OXECTA,6,0.2005347593582888
Drug_Name,423,ULTRAM ER,6,0.2005347593582888
Drug_Name,423,GENTAMICIN SULFATE IN NS,6,0.2005347593582888
Drug_Name,423,CEFPODOXIME PROXETIL,6,0.2005347593582888
Drug_Name,423,VANCOCIN HCL,6,0.2005347593582888
Drug_Name,423,ORBACTIV,6,0.2005347593582888
Drug_Name,423,PFIZERPEN,6,0.2005347593582888
Drug_Name,423,ARISTADA INITIO,6,0.2005347593582888
Drug_Name,423,DISKETS,6,0.2005347593582888
Drug_Name,423,PRIMLEV,6,0.2005347593582888
Drug_Name,423,NITROFURANTOIN MONO-MACRO,6,0.2005347593582888
Drug_Name,423,BUTORPHANOL TARTRATE,6,0.2005347593582888
Drug_Name,423,PERCODAN,6,0.2005347593582888
Drug_Name,423,FURADANTIN,6,0.2005347593582888
Drug_Name,423,CLINDAMYCIN PALMITATE HCL,6,0.2005347593582888
Drug_Name,423,LEVOFLOXACIN,6,0.2005347593582888
Drug_Name,423,CEFACLOR,6,0.2005347593582888
Drug_Name,423,TOBRAMYCIN SULFATE IN NS,6,0.2005347593582888
Drug_Name,423,MAXIPIME,6,0.2005347593582888
Drug_Name,423,BELBUCA,6,0.2005347593582888
Drug_Name,423,LORCET PLUS,6,0.2005347593582888
Drug_Name,423,NUZYRA,6,0.2005347593582888
Drug_Name,423,FIRVANQ,6,0.2005347593582888
Drug_Name,423,CLARITHROMYCIN,6,0.2005347593582888
Drug_Name,423,ERYPED 200,6,0.2005347593582888
Drug_Name,423,XIFAXAN,6,0.2005347593582888
Drug_Name,423,ASENAPINE MALEATE,6,0.2005347593582888
Drug_Name,423,OXACILLIN SODIUM,6,0.2005347593582888
Drug_Name,423,LYBALVI,6,0.2005347593582888
Drug_Name,423,OXYCODONE CONCENTRATE,6,0.2005347593582888
Drug_Name,423,TRAMADOL HCL ER,6,0.2005347593582888
Drug_Name,423,CAPITAL W-CODEINE,6,0.2005347593582888
Drug_Name,423,CLEOCIN PHOSPHATE IN D5W,6,0.2005347593582888
Drug_Name,423,OLANZAPINE,6,0.2005347593582888
Drug_Name,423,OLANZAPINE ODT,6,0.2005347593582888
Drug_Name,423,OXYMORPHONE HCL,6,0.2005347593582888
Drug_Name,423,LOXITANE,6,0.2005347593582888
Drug_Name,423,AZACTAM,6,0.2005347593582888
Drug_Name,423,ERYTHROMYCIN-SULFISOXAZOLE,6,0.2005347593582888
Drug_Name,423,AVYCAZ,6,0.2005347593582888
Drug_Name,423,THIOTHIXENE,6,0.2005347593582888
Drug_Name,423,RISPERIDONE ER,6,0.2005347593582888
Drug_Name,423,OXAYDO,6,0.2005347593582888
Drug_Name,423,HYDROCODONE BIT-IBUPROFEN,6,0.2005347593582888
Drug_Name,423,MEPERIDINE HCL,6,0.2005347593582888
Drug_Name,423,CEFUROXIME SODIUM,6,0.2005347593582888
Drug_Name,423,SOLOSEC,6,0.2005347593582888
Drug_Name,423,ERYTHROCIN STEARATE,6,0.2005347593582888
Drug_Name,423,TOBI,6,0.2005347593582888
Drug_Name,423,HYDROMORPHONE ER,6,0.2005347593582888
Drug_Name,423,CEFACLOR ER,6,0.2005347593582888
Drug_Name,423,STREPTOMYCIN SULFATE,6,0.2005347593582888
Drug_Name,423,ZYDONE,5,0.16711229946524064
Drug_Name,423,OLANZAPINE-FLUOXETINE HCL,5,0.16711229946524064
Drug_Name,423,PCE,5,0.16711229946524064
Drug_Name,423,PERCOCET,5,0.16711229946524064
Drug_Name,423,CAYSTON,5,0.16711229946524064
Drug_Name,423,AZTREONAM,5,0.16711229946524064
Drug_Name,423,ERYTHROCIN LACTOBIONATE,5,0.16711229946524064
Drug_Name,423,NAFCILLIN SODIUM,5,0.16711229946524064
Drug_Name,423,MORPHINE SULFATE ER,5,0.16711229946524064
Drug_Name,423,MINOCYCLINE HCL ER,5,0.16711229946524064
Drug_Name,423,CUBICIN,5,0.16711229946524064
Drug_Name,423,ABILIFY MYCITE,5,0.16711229946524064
Drug_Name,423,QUETIAPINE FUMARATE ER,5,0.16711229946524064
Drug_Name,423,DAPTOMYCIN,5,0.16711229946524064
Drug_Name,423,RISPERDAL M-TAB,5,0.16711229946524064
Drug_Name,423,TRAMADOL HCL,5,0.16711229946524064
Drug_Name,423,BACTRIM DS,5,0.16711229946524064
Drug_Name,423,RISPERDAL CONSTA,5,0.16711229946524064
Drug_Name,423,MAGNACET,5,0.16711229946524064
Drug_Name,423,DOXYCYCLINE MONOHYDRATE,5,0.16711229946524064
Drug_Name,423,CEFOTAXIME SODIUM,5,0.16711229946524064
Drug_Name,423,METRO IV,5,0.16711229946524064
Drug_Name,423,CEFOTETAN,5,0.16711229946524064
Drug_Name,423,CONZIP,5,0.16711229946524064
Drug_Name,423,PENTAZOCINE-ACETAMINOPHEN,5,0.16711229946524064
Drug_Name,423,MERREM,5,0.16711229946524064
Drug_Name,423,REXULTI,5,0.16711229946524064
Drug_Name,423,FAZACLO,5,0.16711229946524064
Drug_Name,423,ORAP,5,0.16711229946524064
Drug_Name,423,IMIPENEM-CILASTATIN SODIUM,5,0.16711229946524064
Drug_Name,423,PRIMAXIN,5,0.16711229946524064
Drug_Name,423,METHADONE INTENSOL,5,0.16711229946524064
Drug_Name,423,EMBEDA,5,0.16711229946524064
Drug_Name,423,MOXIFLOXACIN HCL,5,0.16711229946524064
Drug_Name,423,ROXYBOND,5,0.16711229946524064
Drug_Name,423,SEPTRA DS,5,0.16711229946524064
Drug_Name,423,RECARBRIO,5,0.16711229946524064
Drug_Name,423,XYLON 10,5,0.16711229946524064
Drug_Name,423,CEFOXITIN,5,0.16711229946524064
Drug_Name,423,REPREXAIN,5,0.16711229946524064
Drug_Name,423,PENICILLIN GK-ISO-OSM DEXTROSE,5,0.16711229946524064
Drug_Name,423,VERSACLOZ,5,0.16711229946524064
Drug_Name,423,ZMAX,5,0.16711229946524064
Drug_Name,423,DIHYDROCODEIN-ACETAMINOPH-CAFF,5,0.16711229946524064
Drug_Name,423,COBENFY,5,0.16711229946524064
Drug_Name,423,NOROXIN,5,0.16711229946524064
Drug_Name,423,CIPROFLOXACIN HCL,5,0.16711229946524064
Drug_Name,423,BUTRANS,5,0.16711229946524064
Drug_Name,423,TOBI PODHALER,5,0.16711229946524064
Drug_Name,423,DEMECLOCYCLINE HCL,5,0.16711229946524064
Drug_Name,423,BUPRENORPHINE HCL,5,0.16711229946524064
Drug_Name,423,BAXDELA,5,0.16711229946524064
Drug_Name,423,ZOHYDRO ER,5,0.16711229946524064
Drug_Name,423,AMOXICILLIN-CLAVULANATE ER,5,0.16711229946524064
Drug_Name,423,TINIDAZOLE,5,0.16711229946524064
Drug_Name,423,VRAYLAR,5,0.16711229946524064
Drug_Name,423,TRIFLUOPERAZINE HCL,5,0.16711229946524064
Drug_Name,423,LINEZOLID-D5W,5,0.16711229946524064
Drug_Name,423,OXYCODONE HCL,5,0.16711229946524064
Drug_Name,423,CLINDAMYCIN PEDIATRIC,5,0.16711229946524064
Drug_Name,423,LINCOMYCIN HCL,5,0.16711229946524064
Drug_Name,423,PENTAZOCINE-NALOXONE HCL,4,0.1336898395721925
Drug_Name,423,ULTRAM,4,0.1336898395721925
Drug_Name,423,XARTEMIS XR,4,0.1336898395721925
Drug_Name,423,TIMENTIN,4,0.1336898395721925
Drug_Name,423,CLEOCIN PHOSPHATE,4,0.1336898395721925
Drug_Name,423,ZEMDRI,4,0.1336898395721925
Drug_Name,423,ARIPIPRAZOLE ODT,4,0.1336898395721925
Drug_Name,423,LINCOCIN,4,0.1336898395721925
Drug_Name,423,TOBRAMYCIN,4,0.1336898395721925
Drug_Name,423,ZYPREXA RELPREVV,4,0.1336898395721925
Drug_Name,423,DEMEROL,4,0.1336898395721925
Drug_Name,423,OXYCODONE HCL ER,4,0.1336898395721925
Drug_Name,423,ERY-TAB,4,0.1336898395721925
Drug_Name,423,VICODIN,4,0.1336898395721925
Drug_Name,423,ZOLVIT,4,0.1336898395721925
Drug_Name,423,HYDROCODONE-IBUPROFEN,4,0.1336898395721925
Drug_Name,423,ERYPED 400,4,0.1336898395721925
Drug_Name,423,HALDOL DECANOATE 50,4,0.1336898395721925
Drug_Name,423,SULFADIAZINE,4,0.1336898395721925
Drug_Name,423,SEYSARA,4,0.1336898395721925
Drug_Name,423,CEDAX,4,0.1336898395721925
Drug_Name,423,E.E.S. 400,4,0.1336898395721925
Drug_Name,423,NUCYNTA,4,0.1336898395721925
Drug_Name,423,BUPRENORPHINE,4,0.1336898395721925
Drug_Name,423,KADIAN,4,0.1336898395721925
Drug_Name,423,AVINZA,4,0.1336898395721925
Drug_Name,423,SEROQUEL XR,4,0.1336898395721925
Drug_Name,423,AMPICILLIN SODIUM,4,0.1336898395721925
Drug_Name,423,ACETAMINOPH-CAFF-DIHYDROCODEIN,4,0.1336898395721925
Drug_Name,423,VANCOMYCIN HCL-0.9% NACL,4,0.1336898395721925
Drug_Name,423,ABILIFY,4,0.1336898395721925
Drug_Name,423,VICODIN HP,4,0.1336898395721925
Drug_Name,423,PENICILLIN G PROCAINE,4,0.1336898395721925
Drug_Name,423,AZACTAM-ISO-OSMOTIC DEXTROSE,4,0.1336898395721925
Drug_Name,423,ABILIFY MAINTENA,4,0.1336898395721925
Drug_Name,423,INVEGA HAFYERA,4,0.1336898395721925
Drug_Name,423,HALDOL DECANOATE 100,4,0.1336898395721925
Drug_Name,423,SAPHRIS,4,0.1336898395721925
Drug_Name,423,OPANA,4,0.1336898395721925
Drug_Name,423,HALOPERIDOL DECANOATE 100,4,0.1336898395721925
Drug_Name,423,ZERBAXA,3,0.1002673796791444
Drug_Name,423,RYZOLT,3,0.1002673796791444
Drug_Name,423,KEFLEX,3,0.1002673796791444
Drug_Name,423,FENTORA,3,0.1002673796791444
Drug_Name,423,MINOCYCLINE HCL,3,0.1002673796791444
Drug_Name,423,OXYCODONE HCL-IBUPROFEN,3,0.1002673796791444
Drug_Name,423,CLINDAMYCIN PHOSPHATE-D5W,3,0.1002673796791444
Drug_Name,423,ARIPIPRAZOLE,3,0.1002673796791444
Drug_Name,423,LAZANDA,3,0.1002673796791444
Drug_Name,423,KIMYRSA,3,0.1002673796791444
Drug_Name,423,VICODIN ES,3,0.1002673796791444
Drug_Name,423,MONUROL,3,0.1002673796791444
Drug_Name,423,AMOXICILLIN-CLAVULANATE POTASS,3,0.1002673796791444
Drug_Name,423,CEFPROZIL,3,0.1002673796791444
Drug_Name,423,DALVANCE,3,0.1002673796791444
Drug_Name,423,LINEZOLID,3,0.1002673796791444
Drug_Name,423,PALIPERIDONE ER,3,0.1002673796791444
Drug_Name,423,FETROJA,3,0.1002673796791444
Drug_Name,423,XODOL 7.5-300,3,0.1002673796791444
Drug_Name,423,CEPHALEXIN,3,0.1002673796791444
Drug_Name,423,XODOL 5-300,2,0.06684491978609625
Drug_Name,423,DILAUDID,2,0.06684491978609625
Drug_Name,423,AMOXICILLIN,2,0.06684491978609625
Drug_Name,423,ZAMICET,2,0.06684491978609625
Drug_Name,423,OXYCODONE-ASPIRIN,2,0.06684491978609625
Drug_Name,423,CLINDAMYCIN PHOSPHATE,2,0.06684491978609625
Drug_Name,423,LATUDA,2,0.06684491978609625
Drug_Name,423,VIBATIV,2,0.06684491978609625
Drug_Name,423,BACTRIM,2,0.06684491978609625
Drug_Name,423,DORYX,2,0.06684491978609625
Drug_Name,423,MONDOXYNE NL,2,0.06684491978609625
Drug_Name,423,LORCET 10-650,2,0.06684491978609625
Drug_Name,423,CEFTIN,2,0.06684491978609625
Drug_Name,423,COBENFY STARTER PACK,1,0.03342245989304812
Drug_Name,423,CLINDAMYCIN-0.9% NACL,1,0.03342245989304812
Drug_Name,423,RISPERIDONE,1,0.03342245989304812
Auth_Required_Flag,2,N,2138,71.4572192513369
Auth_Required_Flag,2,Y,854,28.542780748663098
SLA_Breach_Flag,3,N,1816,60.6951871657754
SLA_Breach_Flag,3,Y,1157,38.669786096256686
SLA_Breach_Flag,3,UNKNOWN_NO_DATE,19,0.6350267379679144
