Record_ID,Total_Rule_Violations,High,Medium,Low
MC103803,0,0,0,0
MC104335,0,0,0,0
MC101953,1,1,0,0
MC101582,1,1,0,0
MC101537,1,1,0,0
MC104360,0,0,0,0
MC103805,1,1,0,0
MC102120,1,1,0,0
MC104803,1,1,0,0
MC102344,0,0,0,0
MC104481,1,1,0,0
MC102292,1,1,0,0
MC103789,0,0,0,0
MC104313,1,1,0,0
MC103026,0,0,0,0
MC103077,0,0,0,0
MC104499,0,0,0,0
MC101114,0,0,0,0
MC103000,1,1,0,0
MC104415,1,1,0,0
MC100578,0,0,0,0
MC102598,1,1,0,0
MC101897,0,0,0,0
MC104840,0,0,0,0
MC100833,0,0,0,0
MC102866,0,0,0,0
MC101089,1,1,0,0
MC104367,0,0,0,0
MC104211,0,0,0,0
MC101112,0,0,0,0
MC104657,0,0,0,0
MC100073,1,1,0,0
MC101444,1,1,0,0
MC100242,1,1,0,0
MC103494,0,0,0,0
MC100601,0,0,0,0
MC102613,1,1,0,0
MC103651,1,1,0,0
MC104976,0,0,0,0
MC102670,0,0,0,0
MC102321,1,1,0,0
MC100580,1,1,0,0
MC100153,0,0,0,0
MC100881,0,0,0,0
MC101843,1,1,0,0
MC104268,0,0,0,0
MC102956,0,0,0,0
MC103434,0,0,0,0
MC100376,0,0,0,0
MC103768,0,0,0,0
MC101119,0,0,0,0
MC103455,0,0,0,0
MC102190,0,0,0,0
MC103836,0,0,0,0
MC103808,1,1,0,0
MC104255,0,0,0,0
MC101383,1,1,0,0
MC104655,0,0,0,0
MC103544,0,0,0,0
MC102465,0,0,0,0
MC104287,1,1,0,0
MC104707,0,0,0,0
MC104948,0,0,0,0
MC101301,1,1,0,0
MC101837,1,1,0,0
MC101790,0,0,0,0
MC102743,0,0,0,0
MC104973,0,0,0,0
MC103741,1,1,0,0
MC102663,0,0,0,0
MC100329,0,0,0,0
MC100491,0,0,0,0
MC101709,3,3,0,0
MC102597,0,0,0,0
MC100179,0,0,0,0
MC103628,1,1,0,0
MC103024,0,0,0,0
MC101377,2,2,0,0
MC101406,1,1,0,0
MC100922,1,1,0,0
MC101011,0,0,0,0
MC100189,0,0,0,0
MC103938,1,1,0,0
MC103400,0,0,0,0
MC103817,1,1,0,0
MC103609,1,1,0,0
MC103431,0,0,0,0
MC102574,3,3,0,0
MC100424,1,1,0,0
MC102946,1,1,0,0
MC102019,1,1,0,0
MC102992,0,0,0,0
MC103304,1,1,0,0
MC102376,1,1,0,0
MC102191,1,1,0,0
MC102684,1,1,0,0
MC103396,1,1,0,0
MC100365,1,1,0,0
MC102282,0,0,0,0
MC103498,0,0,0,0
MC104315,1,1,0,0
MC102373,0,0,0,0
MC101126,1,1,0,0
MC101752,1,1,0,0
MC102088,0,0,0,0
MC100517,0,0,0,0
MC104649,1,1,0,0
MC102969,0,0,0,0
MC104049,0,0,0,0
MC102054,3,3,0,0
MC100433,0,0,0,0
MC100789,1,1,0,0
MC101712,1,1,0,0
MC104301,1,1,0,0
MC100909,0,0,0,0
MC103435,1,1,0,0
MC103727,0,0,0,0
MC103348,1,1,0,0
MC100696,0,0,0,0
MC102712,0,0,0,0
MC104216,1,1,0,0
MC103599,1,1,0,0
MC104810,0,0,0,0
MC102246,0,0,0,0
MC101577,0,0,0,0
MC103030,0,0,0,0
MC102706,1,1,0,0
MC100848,0,0,0,0
MC103674,3,2,1,0
MC104708,0,0,0,0
MC101072,1,1,0,0
MC102356,0,0,0,0
MC104804,1,1,0,0
MC104423,0,0,0,0
MC103857,1,1,0,0
MC102693,1,1,0,0
MC100190,1,1,0,0
MC103411,0,0,0,0
MC102835,1,1,0,0
MC101838,1,1,0,0
MC102588,0,0,0,0
MC104282,0,0,0,0
MC100212,1,1,0,0
MC104586,0,0,0,0
MC104489,0,0,0,0
MC102139,1,1,0,0
MC100530,1,1,0,0
MC101006,0,0,0,0
MC101200,0,0,0,0
MC100838,0,0,0,0
MC101394,1,1,0,0
MC100420,0,0,0,0
MC102455,1,1,0,0
MC103809,0,0,0,0
MC102908,1,1,0,0
MC102918,0,0,0,0
MC100955,0,0,0,0
MC103581,0,0,0,0
MC101357,0,0,0,0
MC104866,1,1,0,0
MC103562,1,1,0,0
MC102787,1,1,0,0
MC100104,0,0,0,0
MC101134,0,0,0,0
MC102167,0,0,0,0
MC101815,0,0,0,0
MC102864,0,0,0,0
MC103791,0,0,0,0
MC101069,0,0,0,0
MC102281,1,1,0,0
MC101360,0,0,0,0
MC103663,0,0,0,0
MC104608,1,1,0,0
MC102634,1,1,0,0
MC100948,0,0,0,0
MC104494,1,1,0,0
MC104880,1,1,0,0
MC100178,0,0,0,0
MC100656,1,1,0,0
MC102621,0,0,0,0
MC100070,1,1,0,0
MC103539,4,3,1,0
MC100619,1,1,0,0
MC100919,0,0,0,0
MC100603,0,0,0,0
MC103341,1,1,0,0
MC101685,0,0,0,0
MC103282,0,0,0,0
MC103784,1,1,0,0
MC101445,0,0,0,0
MC101538,2,2,0,0
MC100111,1,1,0,0
MC101101,1,1,0,0
MC104891,0,0,0,0
MC103211,1,1,0,0
MC104123,1,1,0,0
MC101155,0,0,0,0
MC103289,1,1,0,0
MC102601,1,1,0,0
MC100746,1,1,0,0
MC102496,1,1,0,0
MC101914,1,1,0,0
MC102653,0,0,0,0
MC102940,1,1,0,0
MC102916,0,0,0,0
MC104953,0,0,0,0
MC103583,0,0,0,0
MC102666,0,0,0,0
MC104209,0,0,0,0
MC104014,1,1,0,0
MC103215,1,1,0,0
MC101581,1,1,0,0
MC104851,1,1,0,0
MC102871,0,0,0,0
MC103248,0,0,0,0
MC100739,0,0,0,0
MC102527,1,1,0,0
MC102979,0,0,0,0
MC102187,0,0,0,0
MC104702,0,0,0,0
MC101662,1,1,0,0
MC104591,2,2,0,0
MC103608,0,0,0,0
MC104386,0,0,0,0
MC102959,1,1,0,0
MC101756,0,0,0,0
MC103292,1,1,0,0
MC103354,0,0,0,0
MC100615,0,0,0,0
MC100626,0,0,0,0
MC101265,0,0,0,0
MC104421,0,0,0,0
MC103161,1,1,0,0
MC101404,2,2,0,0
MC101043,0,0,0,0
MC100040,1,1,0,0
MC101368,0,0,0,0
MC100446,1,1,0,0
MC101648,0,0,0,0
MC100437,3,2,1,0
MC101458,1,1,0,0
MC102879,1,1,0,0
MC104240,1,1,0,0
MC102130,0,0,0,0
MC102701,1,1,0,0
MC102337,0,0,0,0
MC100968,0,0,0,0
MC103522,0,0,0,0
MC104894,0,0,0,0
MC100637,1,1,0,0
MC102327,0,0,0,0
MC101389,0,0,0,0
MC101904,0,0,0,0
MC102343,0,0,0,0
MC101410,1,1,0,0
MC104739,1,1,0,0
MC102988,1,1,0,0
MC104336,1,1,0,0
MC102548,0,0,0,0
MC102751,1,1,0,0
MC101772,0,0,0,0
MC103886,1,1,0,0
MC104794,0,0,0,0
MC102605,0,0,0,0
MC104202,0,0,0,0
MC102422,0,0,0,0
MC103543,1,1,0,0
MC102060,0,0,0,0
MC100209,0,0,0,0
MC104201,1,1,0,0
MC100894,1,1,0,0
MC104628,1,1,0,0
MC101789,1,1,0,0
MC101214,1,1,0,0
MC100042,0,0,0,0
MC104331,1,1,0,0
MC103276,0,0,0,0
MC101059,1,1,0,0
MC100355,0,0,0,0
MC100516,1,1,0,0
MC103364,1,1,0,0
MC101733,1,1,0,0
MC104641,0,0,0,0
MC103511,0,0,0,0
MC104130,1,1,0,0
MC104026,1,1,0,0
MC100612,1,1,0,0
MC104409,1,1,0,0
MC104815,1,1,0,0
MC101865,1,1,0,0
MC103181,1,1,0,0
MC100719,1,1,0,0
MC102152,1,1,0,0
MC102633,1,1,0,0
MC102050,0,0,0,0
MC104083,1,1,0,0
MC100714,1,1,0,0
MC100452,0,0,0,0
MC101302,1,1,0,0
MC100688,3,2,1,0
MC101422,0,0,0,0
MC102366,1,1,0,0
MC102216,0,0,0,0
MC103056,1,1,0,0
MC104189,1,1,0,0
MC100775,1,1,0,0
MC100950,0,0,0,0
MC100448,0,0,0,0
MC102609,1,1,0,0
MC103324,1,1,0,0
MC101074,0,0,0,0
MC101330,0,0,0,0
MC104601,0,0,0,0
MC101794,1,1,0,0
MC100942,3,3,0,0
MC101419,0,0,0,0
MC104328,0,0,0,0
MC103405,0,0,0,0
MC101824,3,3,0,0
MC104095,0,0,0,0
MC104630,0,0,0,0
MC103777,0,0,0,0
MC103170,1,1,0,0
MC102895,1,1,0,0
MC102052,0,0,0,0
MC104564,1,1,0,0
MC100163,0,0,0,0
MC100021,1,1,0,0
MC101798,1,1,0,0
MC101952,0,0,0,0
MC103584,0,0,0,0
MC104037,1,1,0,0
MC101686,0,0,0,0
MC102889,1,1,0,0
MC101308,0,0,0,0
MC101801,1,1,0,0
MC100681,1,1,0,0
MC101222,0,0,0,0
MC103440,0,0,0,0
MC102520,0,0,0,0
MC102896,0,0,0,0
MC102347,1,1,0,0
MC100250,1,1,0,0
MC101478,0,0,0,0
MC100944,1,1,0,0
MC101583,0,0,0,0
MC102529,1,1,0,0
MC100939,0,0,0,0
MC103603,0,0,0,0
MC101056,1,1,0,0
MC100570,1,1,0,0
MC102402,1,1,0,0
MC104226,1,1,0,0
MC100286,1,1,0,0
MC102523,1,1,0,0
MC102328,1,1,0,0
MC104102,1,1,0,0
MC102136,1,1,0,0
MC101666,1,1,0,0
MC104749,1,1,0,0
MC104952,1,1,0,0
MC103550,1,1,0,0
MC103527,1,1,0,0
MC103239,0,0,0,0
MC101908,0,0,0,0
MC103099,2,1,1,0
MC102519,0,0,0,0
MC104375,3,2,1,0
MC103902,0,0,0,0
MC102230,1,1,0,0
MC103903,1,1,0,0
MC104585,1,1,0,0
MC102681,0,0,0,0
MC104594,1,1,0,0
MC104139,0,0,0,0
MC101646,0,0,0,0
MC102150,0,0,0,0
MC101047,1,1,0,0
MC100457,1,1,0,0
MC104644,0,0,0,0
MC100379,0,0,0,0
MC103473,1,1,0,0
MC102936,0,0,0,0
MC100406,0,0,0,0
MC103004,1,1,0,0
MC103604,0,0,0,0
MC103171,1,1,0,0
MC102446,1,1,0,0
MC103086,1,1,0,0
MC103842,1,1,0,0
MC101726,1,1,0,0
MC101925,3,3,0,0
MC101595,1,1,0,0
MC100769,0,0,0,0
MC100875,1,1,0,0
MC103883,0,0,0,0
MC100986,1,1,0,0
MC102556,0,0,0,0
MC104485,1,1,0,0
MC101028,1,1,0,0
MC103514,1,1,0,0
MC103412,1,1,0,0
MC104754,1,1,0,0
MC103669,0,0,0,0
MC101144,0,0,0,0
MC104437,1,1,0,0
MC103220,1,1,0,0
MC102647,0,0,0,0
MC104972,0,0,0,0
MC100728,0,0,0,0
MC100857,0,0,0,0
MC102330,1,1,0,0
MC100571,0,0,0,0
MC102101,0,0,0,0
MC101605,1,1,0,0
MC102023,0,0,0,0
MC100074,0,0,0,0
MC104192,1,1,0,0
MC103038,0,0,0,0
MC104046,1,1,0,0
MC104500,1,1,0,0
MC101753,1,1,0,0
MC100475,0,0,0,0
MC102967,1,1,0,0
MC102628,1,1,0,0
MC103152,0,0,0,0
MC100281,0,0,0,0
MC103707,1,1,0,0
MC104384,1,1,0,0
MC103213,1,1,0,0
MC102941,1,1,0,0
MC100822,0,0,0,0
MC102911,1,1,0,0
MC101990,0,0,0,0
MC101163,0,0,0,0
MC102902,0,0,0,0
MC100957,0,0,0,0
MC104945,1,1,0,0
MC102111,0,0,0,0
MC102155,1,1,0,0
MC104863,1,1,0,0
MC100453,0,0,0,0
MC100509,1,1,0,0
MC103128,0,0,0,0
MC104563,0,0,0,0
MC101447,1,1,0,0
MC103815,0,0,0,0
MC101778,0,0,0,0
MC102006,0,0,0,0
MC103891,0,0,0,0
MC103924,1,1,0,0
MC104505,0,0,0,0
MC101996,1,1,0,0
MC104465,0,0,0,0
MC104237,1,1,0,0
MC103144,1,1,0,0
MC103187,1,1,0,0
MC103622,1,1,0,0
MC101828,0,0,0,0
MC103047,3,3,0,0
MC103279,1,1,0,0
MC101225,0,0,0,0
MC100555,0,0,0,0
MC102186,1,1,0,0
MC102576,0,0,0,0
MC104138,0,0,0,0
MC101968,0,0,0,0
MC100306,1,1,0,0
MC101256,1,1,0,0
MC101351,0,0,0,0
MC103638,0,0,0,0
MC104771,0,0,0,0
MC100228,1,1,0,0
MC102906,1,1,0,0
MC100432,0,0,0,0
MC101948,1,1,0,0
MC101909,0,0,0,0
MC102069,1,1,0,0
MC103356,0,0,0,0
MC104273,1,1,0,0
MC104212,1,1,0,0
MC104737,0,0,0,0
MC103271,0,0,0,0
MC102994,1,1,0,0
MC103837,0,0,0,0
MC103620,1,1,0,0
MC102891,1,1,0,0
MC102964,1,1,0,0
MC100372,0,0,0,0
MC100203,0,0,0,0
MC102862,0,0,0,0
MC100238,3,2,1,0
MC102400,1,1,0,0
MC102331,0,0,0,0
MC101040,1,1,0,0
MC100526,0,0,0,0
MC100928,1,1,0,0
MC104362,1,1,0,0
MC103769,1,1,0,0
MC102210,0,0,0,0
MC100824,1,1,0,0
MC104417,0,0,0,0
MC104983,1,1,0,0
MC103139,1,1,0,0
MC102942,1,1,0,0
MC104370,1,1,0,0
MC103362,0,0,0,0
MC101738,0,0,0,0
MC103306,1,1,0,0
MC102755,0,0,0,0
MC100891,0,0,0,0
MC100771,1,1,0,0
MC103251,1,1,0,0
MC101844,1,1,0,0
MC100700,0,0,0,0
MC102897,0,0,0,0
MC102106,1,1,0,0
MC104654,1,1,0,0
MC100218,0,0,0,0
MC104135,0,0,0,0
MC100551,1,1,0,0
MC100470,1,1,0,0
MC103148,0,0,0,0
MC100191,0,0,0,0
MC100816,1,1,0,0
MC101142,0,0,0,0
MC100872,1,1,0,0
MC102149,1,1,0,0
MC104381,0,0,0,0
MC101878,0,0,0,0
MC103811,0,0,0,0
MC102892,0,0,0,0
MC104402,0,0,0,0
MC100565,0,0,0,0
MC103105,4,3,1,0
MC100255,0,0,0,0
MC101771,1,1,0,0
MC102562,0,0,0,0
MC101841,1,1,0,0
MC102881,1,1,0,0
MC104394,1,1,0,0
MC100327,0,0,0,0
MC102423,1,1,0,0
MC104557,0,0,0,0
MC104281,3,3,0,0
MC103164,0,0,0,0
MC102158,1,1,0,0
MC101500,0,0,0,0
MC101332,0,0,0,0
MC104283,1,1,0,0
MC103107,1,1,0,0
MC102278,0,0,0,0
MC101504,1,1,0,0
MC104085,0,0,0,0
MC103115,0,0,0,0
MC103940,0,0,0,0
MC103731,0,0,0,0
MC104449,1,1,0,0
MC102146,0,0,0,0
MC104215,1,1,0,0
MC102809,1,1,0,0
MC101601,0,0,0,0
MC100027,1,1,0,0
MC101421,1,1,0,0
MC103524,1,1,0,0
MC102838,0,0,0,0
MC104704,1,1,0,0
MC100414,1,1,0,0
MC104816,1,1,0,0
MC103951,0,0,0,0
MC104129,0,0,0,0
MC104185,1,1,0,0
MC103560,1,1,0,0
MC102635,0,0,0,0
MC102851,0,0,0,0
MC104797,1,1,0,0
MC102393,1,1,0,0
MC104540,0,0,0,0
MC102367,0,0,0,0
MC102113,0,0,0,0
MC100735,1,1,0,0
MC103534,1,1,0,0
MC103469,1,1,0,0
MC104690,0,0,0,0
MC101139,0,0,0,0
MC103957,0,0,0,0
MC102590,1,1,0,0
MC104401,0,0,0,0
MC100390,1,1,0,0
MC100908,1,1,0,0
MC100362,0,0,0,0
MC102289,0,0,0,0
MC103688,1,1,0,0
MC100105,1,1,0,0
MC101246,0,0,0,0
MC100952,0,0,0,0
MC103736,0,0,0,0
MC103459,0,0,0,0
MC103377,1,1,0,0
MC102582,3,3,0,0
MC103835,0,0,0,0
MC100594,1,1,0,0
MC101468,0,0,0,0
MC102229,1,1,0,0
MC104838,0,0,0,0
MC103929,1,1,0,0
MC100264,0,0,0,0
MC102830,1,1,0,0
MC100254,0,0,0,0
MC104535,1,1,0,0
MC100017,1,1,0,0
MC102432,1,1,0,0
MC104080,1,1,0,0
MC104618,0,0,0,0
MC100339,1,1,0,0
MC100033,1,1,0,0
MC103233,0,0,0,0
MC103670,1,1,0,0
MC104054,3,3,0,0
MC104553,1,1,0,0
MC100974,1,1,0,0
MC104998,0,0,0,0
MC104733,1,1,0,0
MC102728,2,2,0,0
MC101890,1,1,0,0
MC101092,0,0,0,0
MC101986,1,1,0,0
MC102324,0,0,0,0
MC104524,1,1,0,0
MC104695,1,1,0,0
MC101333,1,1,0,0
MC102174,0,0,0,0
MC104264,1,1,0,0
MC103790,1,1,0,0
MC102516,0,0,0,0
MC104248,1,1,0,0
MC101358,1,1,0,0
MC101454,0,0,0,0
MC102439,0,0,0,0
MC102699,0,0,0,0
MC101766,0,0,0,0
MC103926,1,1,0,0
MC102804,1,1,0,0
MC103913,0,0,0,0
MC102295,1,1,0,0
MC101417,1,1,0,0
MC101796,1,1,0,0
MC103261,1,1,0,0
MC102810,1,1,0,0
MC104603,1,1,0,0
MC101109,1,1,0,0
MC100019,1,1,0,0
MC100007,1,1,0,0
MC104547,1,1,0,0
MC103643,0,0,0,0
MC103347,0,0,0,0
MC103504,1,1,0,0
MC101987,1,1,0,0
MC100995,1,1,0,0
MC103321,1,1,0,0
MC103450,0,0,0,0
MC101803,1,1,0,0
MC104706,1,1,0,0
MC104067,0,0,0,0
MC103513,0,0,0,0
MC103162,1,1,0,0
MC104187,1,1,0,0
MC100447,0,0,0,0
MC100731,1,1,0,0
MC103028,1,1,0,0
MC102769,0,0,0,0
MC103667,1,1,0,0
MC103645,1,1,0,0
MC104868,0,0,0,0
MC101292,1,1,0,0
MC104731,1,1,0,0
MC104676,1,1,0,0
MC101076,1,1,0,0
MC102116,1,1,0,0
MC100310,1,1,0,0
MC102154,0,0,0,0
MC101493,1,1,0,0
MC102157,1,1,0,0
MC104881,1,1,0,0
MC100715,0,0,0,0
MC101921,0,0,0,0
MC101395,1,1,0,0
MC101728,0,0,0,0
MC102412,0,0,0,0
MC100659,0,0,0,0
MC103228,0,0,0,0
MC104193,0,0,0,0
MC100441,0,0,0,0
MC100175,1,1,0,0
MC103009,1,1,0,0
MC100978,2,2,0,0
MC104512,1,1,0,0
MC102637,1,1,0,0
MC104939,1,1,0,0
MC103120,0,0,0,0
MC104230,1,1,0,0
MC101451,0,0,0,0
MC100585,1,1,0,0
MC104820,0,0,0,0
MC101730,1,1,0,0
MC104034,1,1,0,0
MC102648,1,1,0,0
MC103327,1,1,0,0
MC102807,0,0,0,0
MC100980,1,1,0,0
MC104303,0,0,0,0
MC102453,1,1,0,0
MC103865,1,1,0,0
MC101107,0,0,0,0
MC102697,0,0,0,0
MC102754,2,2,0,0
MC104174,1,1,0,0
MC102617,1,1,0,0
MC100684,1,1,0,0
MC103153,1,1,0,0
MC101267,0,0,0,0
MC104957,0,0,0,0
MC103293,1,1,0,0
MC101811,1,1,0,0
MC102710,0,0,0,0
MC101353,0,0,0,0
MC103100,1,1,0,0
MC104946,1,1,0,0
MC102575,1,1,0,0
MC104181,1,1,0,0
MC102164,0,0,0,0
MC102729,1,1,0,0
MC102716,1,1,0,0
MC101376,1,1,0,0
MC104029,0,0,0,0
MC103345,1,1,0,0
MC104895,1,1,0,0
MC101110,1,1,0,0
MC104971,0,0,0,0
MC103048,0,0,0,0
MC100855,0,0,0,0
MC103093,1,1,0,0
MC104388,1,1,0,0
MC101108,0,0,0,0
MC100808,1,1,0,0
MC104723,0,0,0,0
MC100214,0,0,0,0
MC101555,0,0,0,0
MC101296,1,1,0,0
MC102683,1,1,0,0
MC100001,2,1,1,0
MC104410,1,1,0,0
MC103501,1,1,0,0
MC100940,1,1,0,0
MC104012,4,3,1,0
MC104529,1,1,0,0
MC102790,0,0,0,0
MC103070,0,0,0,0
MC101167,1,1,0,0
MC104169,0,0,0,0
MC100229,0,0,0,0
MC102264,1,1,0,0
MC104245,1,1,0,0
MC104914,1,1,0,0
MC103579,0,0,0,0
MC103243,1,1,0,0
MC102939,0,0,0,0
MC100213,0,0,0,0
MC102733,0,0,0,0
MC100602,0,0,0,0
MC103191,1,1,0,0
MC102450,1,1,0,0
MC103395,0,0,0,0
MC103860,1,1,0,0
MC101260,1,1,0,0
MC102274,1,1,0,0
MC101882,0,0,0,0
MC100671,0,0,0,0
MC103912,0,0,0,0
MC102122,0,0,0,0
MC100412,1,1,0,0
MC100859,1,1,0,0
MC104740,0,0,0,0
MC103011,0,0,0,0
MC103342,1,1,0,0
MC104050,1,1,0,0
MC100276,0,0,0,0
MC104064,0,0,0,0
MC104355,1,1,0,0
MC100315,0,0,0,0
MC103979,1,1,0,0
MC102642,1,1,0,0
MC104419,1,1,0,0
MC103140,1,1,0,0
MC100150,1,1,0,0
MC103392,1,1,0,0
MC103588,0,0,0,0
MC104504,0,0,0,0
MC103564,1,1,0,0
MC100304,1,1,0,0
MC100800,1,1,0,0
MC104382,0,0,0,0
MC103657,1,1,0,0
MC104051,0,0,0,0
MC100140,0,0,0,0
MC104321,1,1,0,0
MC102612,0,0,0,0
MC104327,0,0,0,0
MC100532,0,0,0,0
MC101370,1,1,0,0
MC103081,1,1,0,0
MC104154,0,0,0,0
MC103881,1,1,0,0
MC101326,1,1,0,0
MC104623,0,0,0,0
MC100510,1,1,0,0
MC100338,1,1,0,0
MC104841,0,0,0,0
MC101268,1,1,0,0
MC101282,0,0,0,0
MC104314,1,1,0,0
MC101640,1,1,0,0
MC100631,3,2,1,0
MC100840,1,1,0,0
MC100075,1,1,0,0
MC101550,0,0,0,0
MC100141,0,0,0,0
MC100349,1,1,0,0
MC102008,0,0,0,0
MC103349,1,1,0,0
MC104087,0,0,0,0
MC102192,1,1,0,0
MC104712,1,1,0,0
MC103461,0,0,0,0
MC100011,1,1,0,0
MC103064,1,1,0,0
MC103454,3,2,1,0
MC103838,0,0,0,0
MC101290,1,1,0,0
MC100887,0,0,0,0
MC102085,0,0,0,0
MC102022,0,0,0,0
MC103806,0,0,0,0
MC100600,0,0,0,0
MC103708,1,1,0,0
MC102903,0,0,0,0
MC101343,1,1,0,0
MC101930,0,0,0,0
MC101816,0,0,0,0
MC102042,1,1,0,0
MC103549,0,0,0,0
MC103594,1,1,0,0
MC102013,0,0,0,0
MC101940,0,0,0,0
MC104696,1,1,0,0
MC104308,0,0,0,0
MC100675,0,0,0,0
MC101098,0,0,0,0
MC103832,0,0,0,0
MC101981,0,0,0,0
MC102901,1,1,0,0
MC100391,0,0,0,0
MC100462,1,1,0,0
MC101919,1,1,0,0
MC103397,0,0,0,0
MC102565,1,1,0,0
MC100496,1,1,0,0
MC101250,1,1,0,0
MC104606,1,1,0,0
MC103481,0,0,0,0
MC103032,1,1,0,0
MC104763,1,1,0,0
MC102715,1,1,0,0
MC100077,1,1,0,0
MC100405,0,0,0,0
MC101181,0,0,0,0
MC102277,3,3,0,0
MC101157,1,1,0,0
MC100494,0,0,0,0
MC100110,0,0,0,0
MC100055,1,1,0,0
MC101287,1,1,0,0
MC100755,0,0,0,0
MC104160,1,1,0,0
MC104633,1,1,0,0
MC104680,1,1,0,0
MC101125,1,1,0,0
MC104605,0,0,0,0
MC101050,1,1,0,0
MC101740,1,1,0,0
MC104441,0,0,0,0
MC100164,0,0,0,0
MC103577,1,1,0,0
MC104666,3,2,1,0
MC102882,1,1,0,0
MC102836,0,0,0,0
