Provider_NPI,Record_Count,Medical_Claim_Count,Pharmacy_Claim_Count,Prior_Auth_Count,Flagged_Record_Count,Flagged_Record_Rate,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Rule_Flag_Count,Statistical_Flag_Count,ML_Flag_Count,Average_Consensus_Level,Provider_Risk_Level
1790056877,1,1,0,0,1,100.0,1,0,60.0,60.0,1,1,0,2.0,CRITICAL
1867536255,1,0,1,0,1,100.0,1,0,60.0,60.0,1,1,0,2.0,CRITICAL
1891181517,1,1,0,0,1,100.0,1,0,60.0,60.0,1,1,0,2.0,CRITICAL
1950052993,1,0,1,0,1,100.0,1,0,60.0,60.0,1,1,0,2.0,CRITICAL
1033359468,2,2,0,0,2,100.0,1,0,55.0,60.0,2,2,0,2.0,CRITICAL
1285683045,2,2,0,0,2,100.0,1,0,55.0,60.0,2,2,0,2.0,CRITICAL
1396094017,2,2,0,0,2,100.0,1,0,55.0,60.0,2,2,0,2.0,CRITICAL
1780123372,2,2,0,0,2,100.0,1,0,55.0,60.0,2,2,0,2.0,CRITICAL
1861563439,3,3,0,0,3,100.0,1,0,53.33,60.0,3,3,0,2.0,CRITICAL
1104803444,2,2,0,0,2,100.0,1,0,47.5,60.0,2,1,0,1.5,CRITICAL
1346659927,2,2,0,0,2,100.0,1,0,47.5,60.0,2,1,0,1.5,CRITICAL
1639593338,2,2,0,0,2,100.0,1,0,47.5,60.0,2,1,0,1.5,CRITICAL
1346221553,4,4,0,0,4,100.0,1,0,45.0,60.0,4,2,0,1.5,CRITICAL
1962867762,3,3,0,0,3,100.0,1,0,43.33,60.0,3,1,0,1.33,HIGH
1346228905,6,6,0,0,6,100.0,1,0,42.5,60.0,5,4,0,1.5,HIGH
1699173245,2,2,0,0,2,100.0,1,0,42.5,60.0,1,2,0,1.5,HIGH
1720015993,2,2,0,0,2,100.0,1,0,42.5,60.0,1,2,0,1.5,HIGH
1972509701,2,2,0,0,2,100.0,1,0,42.5,60.0,1,2,0,1.5,HIGH
1740666767,5,5,0,0,5,100.0,1,0,39.0,60.0,4,3,0,1.4,HIGH
1528147824,2,2,0,0,2,100.0,1,0,37.5,60.0,1,2,0,1.5,HIGH
1669884854,2,2,0,0,2,100.0,1,0,37.5,60.0,1,2,0,1.5,HIGH
1891046876,2,2,0,0,2,100.0,1,0,37.5,60.0,1,2,0,1.5,HIGH
1801898556,16,16,0,0,14,87.5,1,0,37.18,64.84,13,6,1,1.25,HIGH
1073091328,4,4,0,0,4,100.0,1,0,36.25,60.0,2,3,0,1.25,HIGH
1689760092,8,8,0,0,8,100.0,1,0,33.75,60.0,4,8,0,1.5,HIGH
1104247188,3,3,0,0,3,100.0,1,0,33.33,60.0,1,3,0,1.33,HIGH
1194326132,5,5,0,0,4,80.0,1,0,33.0,60.0,4,1,0,1.0,HIGH
1568672939,9,9,0,0,7,77.78,1,0,32.78,60.0,6,5,0,1.22,HIGH
1760874549,3,3,0,0,2,66.67,1,0,31.67,60.0,2,1,0,1.0,HIGH
1134172489,2,2,0,0,1,50.0,1,0,30.0,60.0,1,1,0,1.0,HIGH
1487640207,2,2,0,0,1,50.0,1,0,30.0,60.0,1,1,0,1.0,HIGH
1578573085,2,2,0,0,1,50.0,1,0,30.0,60.0,1,1,0,1.0,HIGH
1902802705,2,2,0,0,1,50.0,1,0,30.0,60.0,1,1,0,1.0,HIGH
1003437344,4,4,0,0,2,50.0,1,0,27.5,60.0,2,2,0,1.0,MEDIUM
1114171949,4,4,0,0,3,75.0,1,0,27.5,60.0,2,2,0,1.0,MEDIUM
1891136149,7,7,0,0,7,100.0,1,0,27.14,60.0,3,5,0,1.14,MEDIUM
1669830832,13,13,0,0,9,69.23,1,0,26.92,60.0,8,4,0,0.92,MEDIUM
1851470157,3,3,0,0,2,66.67,1,0,26.52,64.57,0,2,1,1.0,MEDIUM
1669840633,12,12,0,0,11,91.67,1,0,25.83,60.0,5,7,0,1.0,MEDIUM
1982062485,12,12,0,0,9,75.0,1,0,25.0,60.0,7,3,0,0.83,MEDIUM
1689864035,4,4,0,0,2,50.0,1,0,23.75,60.0,2,1,0,0.75,MEDIUM
1184670663,10,10,0,0,5,50.0,1,0,23.0,60.0,5,3,0,0.8,MEDIUM
1336255264,5,5,0,0,3,60.0,1,0,22.0,60.0,2,2,0,0.8,MEDIUM
1508010836,8,8,0,0,4,50.0,1,0,21.88,60.0,3,4,0,0.88,MEDIUM
1023191467,3,3,0,0,1,33.33,1,0,20.0,60.0,1,1,0,0.67,MEDIUM
1135678662,1,0,0,1,1,100.0,0,0,54.8,54.8,0,1,1,2.0,CRITICAL
1340735500,1,0,0,1,1,100.0,0,0,54.78,54.78,0,1,1,2.0,CRITICAL
1777282363,1,0,0,1,1,100.0,0,0,54.76,54.76,0,1,1,2.0,CRITICAL
1700720819,1,0,1,0,1,100.0,0,0,54.73,54.73,0,1,1,2.0,CRITICAL
1246411182,1,0,0,1,1,100.0,0,0,54.68,54.68,0,1,1,2.0,CRITICAL
1350476389,1,0,1,0,1,100.0,0,0,54.65,54.65,0,1,1,2.0,CRITICAL
1453629251,1,0,0,1,1,100.0,0,0,54.65,54.65,0,1,1,2.0,CRITICAL
1488244051,1,0,0,1,1,100.0,0,0,54.65,54.65,0,1,1,2.0,CRITICAL
1442131997,1,0,0,1,1,100.0,0,0,54.58,54.58,0,1,1,2.0,CRITICAL
1941657524,1,0,1,0,1,100.0,0,0,54.56,54.56,0,1,1,2.0,CRITICAL
1527052585,1,0,0,1,1,100.0,0,0,54.52,54.52,0,1,1,2.0,CRITICAL
1749319627,1,0,0,1,1,100.0,0,0,54.48,54.48,0,1,1,2.0,CRITICAL
1863820666,1,0,1,0,1,100.0,0,0,54.44,54.44,0,1,1,2.0,CRITICAL
1755432583,1,0,0,1,1,100.0,0,0,54.38,54.38,0,1,1,2.0,CRITICAL
1026543048,1,0,1,0,1,100.0,0,0,54.29,54.29,0,1,1,2.0,CRITICAL
1003804725,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1011880226,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1013002765,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1013436260,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1013997691,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1023062098,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1023560331,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1023668183,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1036589260,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1043307580,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1043796733,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1046221895,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1053311373,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1053839795,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1073295748,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1073740098,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1083959472,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1093702177,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1108943532,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1114213972,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1118563477,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1119210650,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1134422470,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1148843631,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1151855698,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1154600344,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1154746899,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1164876546,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1174630693,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1184379255,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1184979437,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1194274720,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1194732438,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1205188448,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1205444049,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1215089602,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1228295736,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1235123993,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1245720168,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1257244567,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1263319538,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1265460794,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1279300679,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1285759464,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1295236503,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1295604430,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1306164082,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1316037633,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1336265982,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1341427811,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1346241213,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1348449180,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1366882573,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1376088930,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1376579557,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1376586578,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1386949998,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1416354126,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1417284043,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1417440264,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1419231348,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1427001445,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1439593985,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1457803769,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1467413906,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1467483255,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1477586679,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1483653031,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1487107447,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1487124707,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1487602918,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1487655064,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1489458815,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1497175160,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1508027319,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1508027848,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1508276940,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1508306861,3,3,0,0,3,100.0,0,0,50.0,50.0,3,3,0,2.0,CRITICAL
1508375510,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1538108725,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1548278476,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1548393937,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1551868694,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1578560090,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1584602285,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1588616742,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1609201060,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1627113217,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1629556527,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1634029372,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1639221302,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1656376328,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1659436996,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1659476356,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1659518553,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1669461281,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1669985032,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1679535637,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1679634257,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1679761027,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1679822993,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1720111677,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1720696578,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1722034996,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1730312745,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1730488818,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1740283977,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1748157157,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1750633855,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1760450910,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1760958813,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1770097123,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1770822496,2,2,0,0,2,100.0,0,0,50.0,50.0,2,2,0,2.0,CRITICAL
1770865644,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1776418550,1,0,1,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
1780101204,1,1,0,0,1,100.0,0,0,50.0,50.0,1,1,0,2.0,CRITICAL
