Provider_NPI,total_claims,total_billed_amount,average_billed_amount,median_billed_amount,total_allowed_amount,average_allowed_amount,total_paid_amount,average_paid_amount,average_processing_latency,average_retry_count,denial_count,denial_rate,SLA_breach_count,SLA_breach_rate
1093855736.0,3,8292.09,2764.03,763.65,6511.45,2170.483333333333,6511.45,2170.483333333333,0.3333333333333333,1.0,0,0.0,0,0.0
1093932683.0,3,4360.3,1453.4333333333334,1244.07,1606.27,535.4233333333333,1606.27,535.4233333333333,-2.0,0.0,0,0.0,0,0.0
1104056209.0,8,44874.92,5609.365,1820.97,35349.55,4418.69375,35349.55,4418.69375,-2.875,0.0,0,0.0,0,0.0
1104128487.0,3,3870.5,1290.1666666666667,1483.73,3709.6,1236.5333333333333,3709.6,1236.5333333333333,-1.3333333333333333,1.3333333333333333,0,0.0,0,0.0
1104150754.0,7,8736.84,1248.1200000000001,1201.04,7047.65,1006.8071428571428,7047.65,1006.8071428571428,-0.14285714285714285,0.8571428571428571,0,0.0,0,0.0
1104200492.0,1,2266.06,2266.06,2266.06,1812.85,1812.85,1812.85,1812.85,-3.0,0.0,0,0.0,0,0.0
1104247188.0,3,40078.270000000004,13359.423333333334,13730.34,35409.18,11803.06,35409.18,11803.06,0.0,2.0,0,0.0,0,0.0
1104249473.0,2,3805.63,1902.815,1902.815,3404.0,1702.0,3404.0,1702.0,-2.0,1.0,0,0.0,0,0.0
1104250786.0,5,5915.08,1183.016,1053.94,4732.05,946.4100000000001,4732.05,946.4100000000001,-2.4,1.0,0,0.0,0,0.0
1104288976.0,37,50279.67,1358.9099999999999,1244.06,43306.11,1170.4354054054054,43306.11,1170.4354054054054,-1.3243243243243243,0.7297297297297297,1,0.02702702702702703,0,0.0
1104316272.0,5,7746.53,1549.306,1633.26,6016.97,1203.394,6016.97,1203.394,-1.5,1.0,0,0.0,0,0.0
1104803444.0,2,17644.19,8822.095,8822.095,14330.45,7165.225,14330.45,7165.225,-1.5,1.5,0,0.0,0,0.0
1104860808.0,1,953.4,953.4,953.4,762.72,762.72,762.72,762.72,0.0,3.0,0,0.0,0,0.0
1104875095.0,1,299.63,299.63,299.63,239.7,239.7,239.7,239.7,2.0,0.0,0,0.0,0,0.0
1104879469.0,2,1510.87,755.435,755.435,1208.69,604.345,1208.69,604.345,-1.5,0.5,0,0.0,0,0.0
1104905702.0,2,3223.85,1611.925,1611.925,2392.68,1196.34,2392.68,1196.34,-5.5,2.0,0,0.0,0,0.0
1104917780.0,2,2639.77,1319.885,1319.885,1929.13,964.565,1929.13,964.565,-5.0,0.0,0,0.0,0,0.0
1104939487.0,1,779.76,779.76,779.76,779.76,779.76,779.76,779.76,4.0,0.0,0,0.0,0,0.0
1104998624.0,2,2035.43,1017.715,1017.715,1628.36,814.18,1628.36,814.18,-4.0,0.0,0,0.0,0,0.0
1114050903.0,5,6046.78,1209.356,1362.91,5196.65,1039.33,5196.65,1039.33,-1.0,1.8,0,0.0,0,0.0
1114074622.0,7,60068.133268718,8581.161895531142,1250.69,31799.690000000002,4542.812857142858,32777.31,4682.472857142857,-3.0,0.5714285714285714,0,0.0,0,0.0
1114171949.0,4,25318.28,6329.57,1762.1799999999998,20254.620000000003,5063.655000000001,20254.620000000003,5063.655000000001,1.0,0.5,0,0.0,0,0.0
1114213972.0,1,701.97,701.97,701.97,561.58,561.58,561.58,561.58,-7.0,1.0,0,0.0,0,0.0
1114218385.0,1,2198.02,2198.02,2198.02,1572.02,1572.02,1572.02,1572.02,3.0,3.0,0,0.0,0,0.0
1114278009.0,2,1759.38,879.69,879.69,782.37,391.185,782.37,391.185,0.0,0.0,0,0.0,0,0.0
1114462272.0,2,2074.67,1037.335,1037.335,1487.92,743.96,1487.92,743.96,0.0,0.5,0,0.0,0,0.0
1114481447.0,2,2337.8199999999997,1168.9099999999999,1168.9099999999999,2100.0,1050.0,2100.0,1050.0,2.0,3.0,0,0.0,0,0.0
1114498540.0,1,267.5,267.5,267.5,27.6,27.6,27.6,27.6,-4.0,0.0,0,0.0,0,0.0
1114548930.0,1,774.25,774.25,774.25,434.7,434.7,434.7,434.7,-4.0,1.0,0,0.0,0,0.0
1114553948.0,3,3698.08,1232.6933333333334,1183.23,3419.56,1139.8533333333332,3419.56,1139.8533333333332,-0.3333333333333333,1.0,0,0.0,0,0.0
1114906906.0,3,2114.94,704.98,719.2,1808.5900000000001,602.8633333333333,1808.5900000000001,602.8633333333333,2.0,2.0,0,0.0,0,0.0
1124016696.0,3,5612.29,1870.7633333333333,1798.93,4117.04,1372.3466666666666,4117.04,1372.3466666666666,1.6666666666666667,0.6666666666666666,0,0.0,0,0.0
1124059753.0,2,2902.58,1451.29,1451.29,2322.06,1161.03,2322.06,1161.03,-3.0,1.0,0,0.0,0,0.0
1124078019.0,5,6779.51,1355.902,1028.58,5240.27,1048.054,5240.27,1048.054,-0.2,0.4,0,0.0,0,0.0
1124084488.0,2,1390.51,695.255,695.255,1390.51,695.255,1390.51,695.255,-2.5,1.5,0,0.0,0,0.0
1124169073.0,2,4511.9,2255.95,2255.95,4049.8199999999997,2024.9099999999999,4049.8199999999997,2024.9099999999999,2.5,1.0,0,0.0,0,0.0
1124177407.0,3,4622.57,1540.8566666666666,1472.81,3391.19,1130.3966666666668,3391.19,1130.3966666666668,-2.3333333333333335,0.3333333333333333,0,0.0,0,0.0
1124224928.0,1,865.31,865.31,865.31,692.24,692.24,692.24,692.24,-2.0,0.0,0,0.0,0,0.0
1124270715.0,26,43327.72,1666.4507692307693,887.46,33495.53,1288.2896153846154,33495.53,1288.2896153846154,-0.038461538461538464,0.8076923076923077,0,0.0,0,0.0
1124272547.0,1,615.2,615.2,615.2,492.16,492.16,492.16,492.16,2.0,0.0,0,0.0,0,0.0
1124320106.0,1,1569.11,1569.11,1569.11,1244.4,1244.4,1244.4,1244.4,4.0,1.0,0,0.0,0,0.0
1124373022.0,3,989.36,329.7866666666667,853.36,1608.52,536.1733333333333,1608.52,536.1733333333333,-0.3333333333333333,0.0,0,0.0,0,0.0
1124373113.0,4,5463.01,1365.7525,1378.1950000000002,3139.2299999999996,784.8074999999999,3139.2299999999996,784.8074999999999,-2.25,0.0,0,0.0,0,0.0
1124381793.0,1,1108.23,1108.23,1108.23,886.58,886.58,886.58,886.58,-3.0,0.0,0,0.0,0,0.0
1124430319.0,20,54716.630000000005,2735.8315000000002,1053.94,43027.65,2151.3825,43785.45,2189.2725,-2.35,0.95,0,0.0,0,0.0
1124539648.0,1,1367.87,1367.87,1367.87,1367.87,1367.87,1367.87,1367.87,-1.0,2.0,0,0.0,0,0.0
1124571815.0,2,1352.75,676.375,676.375,1352.75,676.375,1352.75,676.375,2.0,0.5,0,0.0,0,0.0
1134172489.0,2,13918.36,6959.18,6959.18,11134.68,5567.34,11134.68,5567.34,-3.0,0.0,0,0.0,0,0.0
1134227689.0,2,1287.64,643.82,643.82,1140.77,570.385,1140.77,570.385,-1.0,1.0,0,0.0,0,0.0
1134246747.0,1,1089.67,1089.67,1089.67,688.36,688.36,688.36,688.36,6.0,0.0,0,0.0,0,0.0
1134276074.0,1,2254.72,2254.72,2254.72,1708.7,1708.7,1708.7,1708.7,3.0,0.0,0,0.0,0,0.0
1134306368.0,5,14145.09,2829.018,816.8,10756.86,2151.3720000000003,10756.86,2151.3720000000003,0.5,1.8,0,0.0,0,0.0
1134351760.0,6,5003.719999999999,833.9533333333333,839.405,3520.82,586.8033333333334,3520.82,586.8033333333334,-0.6666666666666666,1.0,0,0.0,0,0.0
1134422470.0,1,1938.43,1938.43,1938.43,1550.74,1550.74,1550.74,1550.74,-6.0,0.0,0,0.0,0,0.0
1134512650.0,1,1469.32,1469.32,1469.32,1175.46,1175.46,1175.46,1175.46,-1.0,2.0,0,0.0,0,0.0
1134527708.0,3,888.74,296.24666666666667,69.58,538.5,179.5,538.5,179.5,-2.3333333333333335,0.6666666666666666,0,0.0,0,0.0
1134532062.0,2,2096.4399999999996,1048.2199999999998,1048.2199999999998,2096.4399999999996,1048.2199999999998,2096.4399999999996,1048.2199999999998,-5.0,0.0,0,0.0,0,0.0
1134586043.0,1,2622.21,2622.21,2622.21,2097.77,2097.77,2097.77,2097.77,5.0,0.0,0,0.0,0,0.0
1134606403.0,44,28539.18,648.6177272727273,812.9,39305.01,893.2956818181818,40605.63,922.8552272727272,-1.0454545454545454,0.8181818181818182,1,0.022727272727272728,0,0.0
1144209271.0,1,1742.48,1742.48,1742.48,1742.48,1742.48,1742.48,1742.48,-2.0,0.0,0,0.0,0,0.0
1144227588.0,1,1268.21,1268.21,1268.21,1014.56,1014.56,1014.56,1014.56,1.0,0.0,0,0.0,0,0.0
1144230640.0,2,3009.8999999999996,1504.9499999999998,1504.9499999999998,2407.92,1203.96,2407.92,1203.96,-2.0,0.5,0,0.0,0,0.0
1144419284.0,5,6007.45,1201.49,1382.11,4623.49,924.698,4623.49,924.698,-1.2,0.8,0,0.0,0,0.0
1144419813.0,1,972.39,972.39,972.39,777.91,777.91,777.91,777.91,-1.0,2.0,0,0.0,0,0.0
1144589425.0,3,3410.3,1136.7666666666667,1058.3,2359.16,786.3866666666667,2359.16,786.3866666666667,0.6666666666666666,0.6666666666666666,0,0.0,0,0.0
1144692674.0,7,10334.92,1476.4171428571428,1469.32,8085.18,1155.0257142857142,8085.18,1155.0257142857142,2.0,0.8571428571428571,0,0.0,0,0.0
1144695081.0,2,2245.87,1122.935,1122.935,1796.69,898.345,1796.69,898.345,0.0,0.5,0,0.0,0,0.0
1144733031.0,6,7922.290000000001,1320.381666666667,1192.4,5971.54,995.2566666666667,5971.54,995.2566666666667,-1.1666666666666667,0.8333333333333334,0,0.0,0,0.0
1144890013.0,1,843.63,843.63,843.63,771.79,771.79,771.79,771.79,-1.0,0.0,0,0.0,0,0.0
1154308518.0,2,1200.88,600.44,600.44,960.71,480.355,960.71,480.355,-2.5,1.5,0,0.0,0,0.0
1154342335.0,2,3327.34,1663.67,1663.67,2291.64,1145.82,2291.64,1145.82,-2.0,1.5,0,0.0,0,0.0
1154368553.0,1,254.9,254.9,254.9,203.92,203.92,203.92,203.92,-5.0,0.0,0,0.0,0,0.0
1154386431.0,4,4052.18,1013.045,928.46,3241.75,810.4375,3241.75,810.4375,-3.25,1.5,0,0.0,0,0.0
1154464097.0,7,89323.5986432947,12760.514091899242,1643.4,7112.55,1016.0785714285714,7112.55,1016.0785714285714,-2.4285714285714284,0.8571428571428571,0,0.0,0,0.0
1154510808.0,1,1637.98,1637.98,1637.98,1637.98,1637.98,1637.98,1637.98,1.0,3.0,0,0.0,0,0.0
1154600344.0,2,1965.56,982.78,982.78,1268.08,634.04,1268.08,634.04,-5.5,1.5,0,0.0,0,0.0
1154625606.0,1,1473.16,1473.16,1473.16,995.54,995.54,995.54,995.54,1.0,0.0,0,0.0,0,0.0
1154746899.0,1,2063.6,2063.6,2063.6,1650.88,1650.88,1650.88,1650.88,-4.0,3.0,0,0.0,0,0.0
1154747590.0,1,1100.5,1100.5,1100.5,245.11,245.11,245.11,245.11,-2.0,0.0,0,0.0,0,0.0
1154776532.0,2,2743.5,1371.75,1371.75,2194.79,1097.395,2194.79,1097.395,0.5,0.0,0,0.0,0,0.0
1154807584.0,2,1033.26,516.63,516.63,963.26,481.63,963.26,481.63,-3.0,0.5,0,0.0,0,0.0
1154891562.0,10,60666.229999999996,6066.623,6807.66,48334.64,4833.464,50279.76,5027.976000000001,0.3,1.4,0,0.0,0,0.0
1154945483.0,6,6147.55,1024.5916666666667,1013.01,4553.71,758.9516666666667,4553.71,758.9516666666667,-0.5,1.1666666666666667,0,0.0,0,0.0
1164083374.0,2,1681.18,840.59,840.59,973.0500000000001,486.52500000000003,973.0500000000001,486.52500000000003,3.0,2.0,0,0.0,0,0.0
